RIAL,RIAR,RIBR,RIM,RIBL,sensory,,,,,,velocity,speed,odor,upp_cam_index,RIAL_x,RIAL_y,RIAR_x,RIAR_y,RIBR_x,RIBR_y,RIM_x,RIM_y,RIBL_x,RIBL_y,sensory_x,sensory_y,Speed_3,Speed_5,Speed_10,Curvature,Speed_all_points,Acceleration_all_parts_3
0,0,0,0,0,0,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,19.5123151959813,21.7274247134063,0,1958,0,0,0,0,0,0,0,0,0,0,0,0,3.2,3.82,47.7,0.701,9.13,3.31
0.873811960220337,0,1.04076337814331,0.949052929878235,1.01276910305023,1.01370680332184,4.92E-01,6.92E-01,8.70E-01,8.31E-01,7.86E-01,-15.9371316741068,16.9497926821421,0,1960,552,304,0,0,527,440,485,417,463,417,513,404,0.556,1.52,46,0.539,8.9,14.2
0.855051398277283,0.910701096057892,1.02963602542877,0.954733312129974,1.02974367141724,1.02387630939484,4.88E-01,7.05E-01,8.82E-01,8.39E-01,7.60E-01,19.1248303083479,21.7324728911036,0,1962,556,271,531,274,545,404,497,386,472,393,525,372,5.15,7.6,50.4,0.113,9.87,2.33
0.851817548274994,0,1.03754341602325,0.934273958206177,1.01534879207611,1.051029920578,4.99E-01,6.90E-01,8.63E-01,8.07E-01,7.87E-01,2.06275139101719,4.67461781021843,0,1964,556,246,0,0,559,377,507,358,478,346,535,354,7.97,8.78,52.3,0.269,3.46,37.4
0.83224630355835,0.906235098838806,1.04946327209473,0.930682837963104,1.04489374160767,0.987009406089783,4.93E-01,6.60E-01,8.51E-01,8.20E-01,7.77E-01,-13.0124561680829,13.251482147957,0,1966,566,204,541,204,563,332,511,314,484,313,541,315,13.5,1.44,49.1,0.262,17.9,10.5
0.809862017631531,0.805755376815796,1.03249478340149,1.00209105014801,1.00929474830627,1.12752294540405,4.52E-01,6.54E-01,8.73E-01,8.31E-01,7.67E-01,14.4477027538565,15.284023261101,0,1969,581,132,559,133,581,289,534,264,518,246,557,263,6.19,4.2,56.9,0.493,13.9,17
0,0,0,0,0,0,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,-11.7065678205163,12.2242209273334,0,1971,0,0,0,0,0,0,0,0,0,0,0,0,10.2,3.21,56.7,0.21,14.3,30.1
0.844380259513855,0.992366433143616,1.04781746864319,0.984759628772736,1.00396811962128,1.10695588588715,4.34E-01,6.72E-01,8.36E-01,9.00E-01,7.44E-01,-3.06929816964355,3.10043249882116,0,1973,563,276,575,284,633,368,581,358,555,379,605,342,4.57,1.29,53.8,-0.0258,0.933,6.33
0,0,0,0,0,0,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,-8.60993091039152,8.92596910209574,0,1975,0,0,0,0,0,0,0,0,0,0,0,0,1.11,2.37,48.9,-0.378,6.59,1.64
0.722640454769135,0,0,0,0,0.562354743480682,5.81E-01,5.61E-01,9.33E-01,7.32E-01,9.30E-01,-4.54715697433528,6.01451456355895,0,1977,0,0,0,0,0,0,0,0,0,0,0,0,1.42,2.86,49.4,-0.136,3.44,3.81
0.780150949954987,0.921238958835602,1.04609382152557,0.94145804643631,1.0164874792099,1.03338587284088,4.43E-01,6.18E-01,8.64E-01,8.28E-01,7.36E-01,-3.37304269212252,3.66728609820099,0,1979,589,207,557,217,615,337,563,327,534,335,588,308,0.322,1.34,42.7,-0.259,3.66,6.88
0.771955668926239,0.969565212726593,1.06889092922211,0.997181057929993,1.01796853542328,1.08232724666595,4.39E-01,5.99E-01,8.52E-01,8.08E-01,7.32E-01,3.48115131942381,3.96663667110876,0,1981,552,193,510,201,592,332,535,323,503,319,561,311,3.78,2.02,31.2,-0.459,3.56,3.45
0.798105597496033,0.86605167388916,1.06024539470673,1.04910290241241,1.0088996887207,1.26290905475616,4.42E-01,5.59E-01,8.48E-01,8.43E-01,7.22E-01,-8.50992579144529,8.55741514226599,0,1983,528,152,480,156,562,318,505,309,478,272,535,300,2.51,3.23,31.1,-0.73,10.9,14.6
0.815086960792542,0.90197628736496,1.05302906036377,0.948549687862396,1.01491749286652,1.15302813053131,4.39E-01,5.80E-01,8.34E-01,8.09E-01,7.37E-01,17.2178731208423,17.8291456285447,0,1985,539,166,502,174,570,299,515,295,493,294,535,277,2.65,4.2,25.5,-0.505,7.09,8.17
0.795532584190369,0.934673368930817,1.06572675704956,0.967802345752716,1.02966547012329,1.02734935283661,4.08E-01,5.79E-01,8.30E-01,7.98E-01,6.60E-01,6.79869113706834,8.25768529798903,0,1988,542,130,504,152,578,264,526,263,500,274,545,241,3.6,2.83,18.3,-0.603,6.22,6.09
0,0,0,0,0,0,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,2.67067478481571,4.11093639059971,0,1990,0,0,0,0,0,0,0,0,0,0,0,0,6.09,3.39,16.4,-0.644,3.6,13.1
0.839604437351227,0.942343473434448,1.04082250595093,0.958220303058624,1.01741135120392,1.29556024074554,4.52E-01,6.19E-01,8.51E-01,7.84E-01,7.72E-01,0.66421152684982,3.30902138573816,0,1992,548,255,508,260,576,385,518,376,488,379,548,360,3.37,5.6,17.1,-1.37,5.4,4.35
0.822743773460388,0.888198733329773,1.05453908443451,0.918637216091156,1.0220193862915,1.07412886619568,4.53E-01,5.96E-01,8.24E-01,8.01E-01,7.41E-01,3.19413419869245,4.45266562091283,0,1994,486,227,443,215,454,364,408,340,388,334,435,333,3.56,9.53,19.5,-1.47,7.57,6.54
0.801608324050903,0.907522559165955,1.07499074935913,0.941842615604401,1.03099405765533,1.02755868434906,4.35E-01,5.98E-01,8.25E-01,8.13E-01,7.45E-01,6.39496273647514,6.4474305172063,0,1996,545,187,524,192,490,303,448,282,424,287,474,269,2.05,6.93,22.3,-1.8,8.04,8.32
0.806070983409882,0.980443298816681,1.07851254940033,0.960394322872162,1.03419971466064,1.0683079957962,4.31E-01,6.23E-01,8.26E-01,8.36E-01,7.35E-01,3.73485654553172,5.14474910147532,0,1998,547,186,510,180,503,314,464,292,445,290,485,282,5.21,10.5,32.4,-1.74,9.26,7.62
0,0,0,0,0,0,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,-28.040913866677,29.5749109805612,0,2000,0,0,0,0,0,0,0,0,0,0,0,0,4.36,3.97,35.1,-1.27,25.1,44.1
0.808131694793701,1.01724135875702,1.07574868202209,0.943888127803803,1.02584683895111,1.07846117019653,4.46E-01,6.21E-01,8.28E-01,8.77E-01,7.72E-01,-11.2089599965615,11.7944884195798,0,2002,492,240,506,263,497,356,453,343,443,368,462,333,22.1,8.61,37.7,0.542,4.26,6.03
0.802207112312317,0.914984047412872,1.08123064041138,0.9308180809021,1.02750992774963,1.03254055976868,4.36E-01,5.95E-01,8.16E-01,8.52E-01,7.55E-01,29.8882789258974,30.463446302316,1,2004,507,245,500,257,500,378,457,368,447,377,469,352,12,18,45.2,0.326,17.3,27.2
0,0,0,0,0,0,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.90065856972319,2.15483259443629,1,2006,0,0,0,0,0,0,0,0,0,0,0,0,5.38,25.8,45,0.724,5.19,13.1
0,0,0,0,0,0,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,2.85491099306413,3.81328618015931,1,2009,0,0,0,0,0,0,0,0,0,0,0,0,4.09,14.3,38.1,0.69,1.06,5.78
0,0,0,0,0,0,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,-0.395391828798588,1.41033999366135,1,2011,0,0,0,0,0,0,0,0,0,0,0,0,1.04,5.35,31.9,0.956,4.48,6.36
0.77814394235611,0.894513130187988,1.06906116008759,0.990122616291046,1.03494334220886,1.08883273601532,4.68E-01,6.63E-01,8.37E-01,8.63E-01,7.07E-01,-0.792482907788565,2.9628280275896,1,2013,472,485,439,497,455,624,413,607,400,614,431,590,1.81,5.13,27.5,0.494,4.26,4.95
0.77740752696991,0.906077325344086,1.06014955043793,0.992938697338104,1.04205942153931,1.09649336338043,4.66E-01,6.38E-01,8.53E-01,8.41E-01,7.47E-01,1.2985469813019,3.28726489824087,1,2015,422,364,384,377,433,508,386,496,371,501,406,479,1.79,1.81,34.3,0.757,8.79,4.61
0.778038561344147,0.882441222667694,1.06196928024292,0.995033264160156,1.03409290313721,1.13299512863159,4.42E-01,6.22E-01,8.31E-01,8.51E-01,7.40E-01,9.5880068871277,11.9937139973499,1,2017,424,381,386,388,434,518,384,503,369,503,402,489,1.33,1.33,47.4,0.747,4.12,0.581
0.795108079910278,0.91223019361496,1.06332099437714,1.0414434671402,1.03108310699463,1.35264825820923,4.55E-01,6.26E-01,8.27E-01,8.67E-01,7.72E-01,-7.95321889435553,8.6053995176801,1,2019,425,365,393,383,431,500,384,490,369,500,403,470,1.28,0.552,63.6,0.775,5.05,4.6
0.846176266670227,0.973214268684387,1.05789363384247,1.00186812877655,1.02726340293884,1.72755169868469,4.52E-01,6.23E-01,8.56E-01,8.70E-01,7.60E-01,5.11407658267484,7.18343699373732,1,2021,420,375,386,390,427,513,379,503,366,509,396,486,0.186,1.43,74.7,0.853,4.3,1.67
0.870992124080658,0.907666921615601,1.04926061630249,1.02167117595673,1.03948557376862,1.92248451709747,4.79E-01,6.38E-01,8.64E-01,8.65E-01,8.05E-01,-11.8237790620438,13.4271155580837,1,2023,413,392,401,395,423,522,378,510,364,517,394,494,1.18,1.11,86.6,0.97,3.48,5.31
0.87737387418747,0.951027572154999,1.05633699893951,1.07968461513519,1.02935433387756,2.24859571456909,4.48E-01,6.58E-01,8.61E-01,8.74E-01,7.71E-01,-17.9679456942053,18.3894073622951,1,2025,419,389,381,401,418,529,375,517,360,524,389,500,6.88,3.63,91.1,0.825,19.4,3.2
0.878520488739014,0.910104036331177,1.03474879264832,1.01929795742035,1.0341374874115,2.30375337600708,4.75E-01,6.41E-01,8.80E-01,8.68E-01,8.01E-01,6.9930249296701,7.39788472914148,1,2028,393,384,354,406,409,524,359,515,342,525,379,496,0.763,4.09,88.8,1.41,8.75,18.2
0.880067825317383,0.892966389656067,1.04200375080109,1.2238165140152,1.03221595287323,2.46529841423035,4.67E-01,6.32E-01,8.81E-01,8.66E-01,7.97E-01,0.478808156859856,3.66696620299872,1,2030,380,420,343,433,386,565,340,552,326,556,356,537,4.65,3.31,80,1.17,3.8,8.96
0.883632183074951,0.969776630401611,1.05868673324585,1.41212952136993,1.04218721389771,2.55246305465698,4.69E-01,6.56E-01,8.89E-01,8.91E-01,8.15E-01,1.11501905992833,1.21560175163443,1,2032,389,462,367,471,392,601,349,586,338,589,364,569,0.549,0.886,69.4,1.39,2.88,2.3
0.886136174201965,0.904196858406067,1.05570495128632,1.18130218982697,1.0234911441803,2.46420478820801,4.68E-01,6.28E-01,8.48E-01,8.89E-01,7.85E-01,-2.03251453523872,5.72681601639767,1,2034,346,484,342,483,377,617,328,602,325,598,344,591,0.356,2.39,58.1,1.18,2.85,6.86
0.885924875736237,0.953831017017365,1.06766617298126,1.48691475391388,1.01983273029327,2.52900052070618,4.48E-01,5.99E-01,8.55E-01,8.95E-01,7.92E-01,4.93538542229372,5.05386775343505,1,2036,389,296,389,315,403,431,359,412,348,415,375,399,2.68,4.75,44.4,1.31,4.08,4.72
0.87533164024353,0.938265800476074,1.04968047142029,1.2745817899704,1.02909469604492,2.44219851493835,4.47E-01,5.63E-01,8.66E-01,8.54E-01,7.70E-01,-9.14654934479949,10.7276558659415,1,2038,402,292,390,302,421,425,374,404,357,408,394,390,0.584,1.98,33.9,1.56,8.72,19.3
0.887518405914307,0.92488569021225,1.05482339859009,1.15511202812195,1.0099059343338,2.53719282150269,4.51E-01,5.81E-01,8.62E-01,8.96E-01,8.02E-01,-11.9308469971584,14.8627781708761,1,2040,379,318,380,321,414,444,364,424,350,422,383,414,10.4,3.88,27.6,2.28,8.22,9
0.893242835998535,0.946951687335968,1.0632164478302,1.21027791500092,1.02680504322052,2.16488432884216,4.44E-01,5.62E-01,8.66E-01,8.77E-01,7.75E-01,-9.68445448239275,10.0887407658413,1,2042,403,291,409,289,428,423,380,406,363,409,403,387,7.28,7.53,17.2,1.92,7.44,13.7
0.883906483650208,0.914529919624329,1.06675398349762,1.02959251403809,1.01422965526581,2.55994248390198,5.19E-01,6.24E-01,8.70E-01,8.85E-01,8.51E-01,8.02832335031441,9.03890374259201,1,2044,439,297,416,327,444,435,395,426,376,440,414,403,7.83,14.5,17.6,2.69,6.89,22.5
0,0,0,0,0,0,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,-0.124910052264337,2.43514894254418,1,2047,0,0,0,0,0,0,0,0,0,0,0,0,12.8,10.5,20,2.75,2.78,6.77
0,0,0,0,0,0,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.63688527623921,2.80297899122372,1,2049,0,0,0,0,0,0,0,0,0,0,0,0,4.25,1.45,24.9,2.77,5.13,7.85
0.848517000675201,0.945658981800079,1.04676353931427,1.37361240386963,1.01292622089386,2.36474680900574,4.88E-01,6.27E-01,8.93E-01,9.41E-01,7.71E-01,-9.97560142279615,11.2710452011662,1,2051,332,563,299,576,367,716,312,699,288,672,334,692,2.51,10.3,26.4,2.35,12.7,4.66
0.816764950752258,0.916282653808594,1.05188715457916,1.16717457771301,1.01174366474152,2.53330254554749,4.78E-01,6.11E-01,8.36E-01,8.98E-01,7.77E-01,1.88545741502324,2.13729881801259,1,2053,378,178,351,211,407,319,351,305,328,307,373,289,2.8,4.2,32.3,2.54,4.11,2.78
0.820528447628021,0.991342008113861,1.06339156627655,1.48184096813202,1.01310622692108,2.21743106842041,4.70E-01,5.64E-01,8.46E-01,8.55E-01,7.46E-01,-3.35422347256731,4.95404360743937,1,2055,389,217,362,238,420,364,367,348,339,338,391,341,1.14,5.65,38.5,2.59,3.79,4.93
0.855584740638733,0.948165893554688,1.05590558052063,1.00217807292938,1.0263659954071,2.54760551452637,4.70E-01,6.95E-01,8.19E-01,8.58E-01,7.57E-01,-0.051841852078453,0.337298666726027,1,2057,334,304,384,300,427,372,371,360,352,406,391,345,1.25,1.66,38.3,2.68,0.803,3.49
0.820354282855988,0.873289287090302,1.08004891872406,0.992142021656036,1.03166329860687,2.37863445281982,4.61E-01,6.19E-01,8.15E-01,8.74E-01,8.01E-01,-4.32565382000467,5.22301372570348,1,2059,418,383,400,407,437,527,387,515,361,520,407,497,0.55,2.19,40,2.25,4.64,2.18
0.826719403266907,0.926470577716827,1.06417500972748,1.02797138690948,1.02947735786438,2.19912648200989,4.85E-01,6.17E-01,8.27E-01,8.73E-01,7.63E-01,9.30052554912048,10.3206681143664,1,2061,398,410,388,420,433,542,384,527,360,529,404,510,1.7,1.05,44,2.29,5.15,2.44
0.830520510673523,0.901587307453156,1.05506348609924,0.999641835689545,1.02017402648926,2.19329619407654,4.82E-01,6.22E-01,8.25E-01,8.22E-01,7.44E-01,-1.71494861818315,2.15159906686775,1,2063,388,388,375,398,436,524,380,519,352,518,407,498,1.75,0.502,35.5,2.47,2.74,11.1
0.844201683998108,0.920131266117096,1.04770112037659,1.01388692855835,1.02678596973419,2.2380039691925,4.82E-01,6.47E-01,8.66E-01,8.50E-01,7.59E-01,-3.29089663180161,3.55874694712514,0,2066,377,392,385,397,437,508,386,502,367,504,407,481,14.5,7.48,32.6,3.24,2.84,31.3
0.853495717048645,0.923488914966583,1.0508781671524,1.0073881149292,1.02452254295349,2.15129137039185,4.82E-01,6.46E-01,7.70E-01,8.85E-01,7.89E-01,42.5532500281879,53.4316073091071,0,2068,413,360,420,355,465,478,414,469,392,478,436,449,9.75,3.28,23.4,2.16,33.8,30.9
0.846753656864166,0.894685029983521,1.05496597290039,1.01370716094971,1.00773870944977,2.04873013496399,4.83E-01,6.31E-01,8.76E-01,9.05E-01,7.87E-01,10.2686673511832,14.366405713813,0,2070,424,332,410,349,460,476,408,465,379,469,427,449,20.6,2.33,21.7,2.04,1.56,15.7
0.876178205013275,0.963709652423859,1.06484282016754,1.26408529281616,1.00789427757263,2.08974552154541,4.62E-01,6.42E-01,8.80E-01,9.08E-01,7.74E-01,-11.9060243773502,12.7729653770701,0,2072,449,398,396,411,463,573,415,545,382,509,436,545,2.48,9.89,13.6,1.61,14,4.19
0,0,0,0,0,0,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,-8.96334031620985,13.3150079840109,0,2074,0,0,0,0,0,0,0,0,0,0,0,0,4.46,17,8.88,1.72,12.4,11.5
0,0,0,0,0,0,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,-4.44554862470223,4.66587343766394,0,2076,0,0,0,0,0,0,0,0,0,0,0,0,5.14,10,3.84,1.33,5.95,9.84
0,0,0,0,0,0,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,3.82409470737491,5.12455701670131,0,2078,0,0,0,0,0,0,0,0,0,0,0,0,2.1,3.88,7.14,1.62,2.75,3.96
0.857968986034393,0.906821966171265,1.0426059961319,0.985404908657074,1.01368892192841,1.90625822544098,4.47E-01,6.95E-01,8.53E-01,8.97E-01,7.34E-01,-3.55275679081992,4.2951687008301,0,2080,451,103,442,106,483,257,433,249,432,248,454,230,1.67,3.95,13.2,1.35,3.25,4.04
0.874856650829315,0.95195198059082,1.03459370136261,1.02811551094055,0.997309386730194,1.71904444694519,5.15E-01,6.88E-01,8.83E-01,8.68E-01,7.58E-01,5.32926071000515,5.77641526453322,0,2082,465,326,449,332,492,477,444,463,415,462,468,448,1.16,2.38,20.5,1.55,3.15,7.05
0.879653751850128,0.922325611114502,1.03659236431122,0.993286788463593,0.995205223560333,1.72375655174255,5.21E-01,6.85E-01,8.49E-01,8.29E-01,7.83E-01,-3.79614697430095,3.86663642581875,0,2084,443,300,435,314,489,429,440,420,410,436,465,401,3.68,1.99,27.8,1.28,5.6,3.84
0.877262711524963,0.915957450866699,1.03307318687439,0.954243421554565,1.02789723873138,1.7658394575119,5.30E-01,6.84E-01,8.82E-01,8.52E-01,7.99E-01,11.3023147025809,11.4812055914045,0,2087,434,261,400,281,483,400,434,391,400,396,458,376,2.37,6.35,35.9,0.94,11.2,5.32
0.859672248363495,0.918370842933655,1.04625570774078,0.961105823516846,1.01613509654999,1.72633743286133,5.12E-01,6.87E-01,8.57E-01,8.14E-01,8.18E-01,-3.18790260157593,3.8687301917744,0,2089,434,238,415,249,478,363,424,356,394,370,451,333,1.71,5.04,46.6,0.719,0.529,9.94
0.879475116729736,0.917997896671295,1.04171717166901,0.981339037418366,1.02189946174622,1.68356907367706,4.98E-01,6.59E-01,8.50E-01,8.37E-01,8.26E-01,7.67539664607412,12.0769326125583,0,2091,451,173,415,178,472,311,419,300,394,297,444,286,3.5,3.62,51.2,0.715,5.99,1.76
0,0,0,0,0,0,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,7.08411522684692,8.38630426113641,0,2093,0,0,0,0,0,0,0,0,0,0,0,0,1.7,0.344,52.3,0.714,5.06,18.9
0.847698211669922,0.916910886764526,1.04221045970917,0.969142854213715,1.03640997409821,1.64730894565582,5.00E-01,6.65E-01,8.66E-01,8.41E-01,7.47E-01,2.08170249275546,2.1936227122963,0,2095,461,196,444,204,479,329,426,320,399,324,450,305,3.22,1.89,54.7,0.748,3.84,12.1
0,0,0,0,0,0,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.760765014911267,3.80692559300931,0,2097,0,0,0,0,0,0,0,0,0,0,0,0,3.47,1.29,58.5,0.385,4.77,2.2
0.851781368255615,0.731034457683563,1.05323815345764,1.0057897567749,1.03363883495331,1.56260323524475,4.60E-01,6.55E-01,8.83E-01,8.68E-01,7.77E-01,16.3319015580803,16.6983929905057,0,2099,501,301,468,308,506,454,460,438,439,430,482,425,1.5,1.54,52,0.585,11.6,3.47
0.846528708934784,0.924000024795532,1.06083500385284,1.02679967880249,1.03832316398621,1.55959403514862,4.57E-01,6.49E-01,8.81E-01,8.26E-01,7.23E-01,6.18174359205294,8.58786720503187,0,2101,511,248,476,263,523,391,476,379,451,385,501,362,1.55,0.874,47.5,0.45,1.16,4.72
0.822779297828674,0.912566065788269,1.04081475734711,1.00154256820679,1.04285478591919,1.51534521579742,5.02E-01,6.51E-01,8.60E-01,8.38E-01,8.34E-01,-2.3316888362823,8.02365067455524,0,2103,422,365,394,377,470,492,414,492,379,504,435,469,0.37,1.29,46.3,0.649,3.03,2.51
0.817796528339386,0.925814509391785,1.05719423294067,0.999047577381134,1.03138160705566,1.50093460083008,4.75E-01,6.55E-01,8.67E-01,8.22E-01,7.69E-01,1.29943959471515,1.88528981908565,0,2106,416,363,393,371,448,498,398,492,373,499,421,473,1.09,0.827,36.7,0.616,2.1,1.15
0.826731383800507,0.909358859062195,1.04440534114838,1.00507879257202,1.04103469848633,1.41914796829224,4.96E-01,6.36E-01,8.59E-01,8.38E-01,7.44E-01,3.32206739106893,3.45459549272486,0,2108,426,345,395,354,438,485,392,475,369,478,414,460,1.36,2.16,28,0.892,0.643,4.74
0.85977441072464,0.862903237342835,1.0458288192749,0.973917901515961,1.03524017333984,1.43387305736542,4.58E-01,6.41E-01,8.46E-01,8.54E-01,7.94E-01,21.1337177284891,22.6058743150785,0,2110,418,312,386,324,427,449,383,439,363,449,401,420,5.13,2.52,23.4,0.539,18.1,7.5
0.853011310100555,0.921310365200043,1.06004798412323,0.974578738212585,1.0299563407898,1.37664437294006,4.66E-01,6.55E-01,8.78E-01,8.82E-01,7.58E-01,-3.51713051023767,5.05187769249807,0,2112,426,269,391,281,435,416,392,406,375,407,407,391,6.99,4.97,22,0.365,3.7,1.94
0.837402105331421,0.911300122737885,1.05663824081421,0.997421145439148,1.06390678882599,1.33790338039398,4.68E-01,6.26E-01,8.56E-01,8.60E-01,7.39E-01,-3.51010473708971,3.85853034466189,0,2114,402,239,370,257,420,379,376,374,361,382,391,355,2.07,6.7,15,-0.297,3.22,9
0.876934707164764,0.956037163734436,1.06890296936035,0.990056037902832,1.03155708312988,1.42318511009216,4.84E-01,6.54E-01,8.55E-01,8.70E-01,7.89E-01,-7.07595259808942,7.1261838851724,0,2116,400,221,375,232,419,363,376,357,359,361,388,340,1.44,7.09,16.8,-0.587,3.15,4.62
0.839182198047638,0.915995419025421,1.0826141834259,0.951070308685303,1.0460387468338,1.34637081623077,4.36E-01,6.43E-01,8.77E-01,8.69E-01,7.66E-01,-2.41995808492946,2.92679906352361,0,2118,470,164,429,191,478,304,434,299,409,313,452,279,1.82,2.36,15.6,-0.392,4.46,2.73
0.862868666648865,0.92441862821579,1.04656589031219,0.983007907867432,1.03983163833618,1.28532314300537,4.92E-01,6.46E-01,8.90E-01,8.69E-01,1.05E+00,-0.502394013774185,0.911669156676173,0,2120,487,326,446,348,507,469,464,467,435,472,478,440,1.1,2.14,19.5,-0.431,0.689,5.1
0.870830297470093,1.02752292156219,1.05911016464233,0.965984344482422,1.04907917976379,1.31984639167786,4.66E-01,6.18E-01,8.69E-01,8.72E-01,7.54E-01,7.1636467851841,7.20630528017897,0,2122,424,350,422,374,460,486,412,481,397,486,432,463,1.6,2.4,22.4,-0.297,3.13,13.4
0.886809527873993,0.911837220191956,1.06562471389771,1.00158190727234,1.03821957111359,1.25277519226074,4.95E-01,6.81E-01,9.01E-01,8.78E-01,7.66E-01,-4.72641558370675,5.34707390723177,0,2125,447,499,416,517,465,645,423,637,402,645,439,620,2.86,1.69,26.5,-0.239,6.16,4.91
0.864866495132446,0.925164103507996,1.05062806606293,0.977914929389954,1.03818261623383,1.24342215061188,4.73E-01,6.73E-01,8.83E-01,8.77E-01,7.71E-01,0.065216712952586,2.06052409059121,0,2127,476,474,457,484,495,618,451,614,427,624,467,593,0.407,3.17,28.5,-0.292,3.13,3.25
0.85656064748764,0.931781709194183,1.06088626384735,0.969259798526764,1.03202140331268,1.23797488212585,4.76E-01,6.83E-01,8.86E-01,8.61E-01,8.22E-01,-9.40315605692199,9.42689909563182,0,2129,446,463,413,483,471,608,426,605,402,615,443,584,1.1,3.51,31.4,0.153,5.58,2.66
0.82666277885437,0.96380090713501,1.06462931632996,0.964811086654663,1.03101098537445,1.24799871444702,4.71E-01,6.57E-01,8.75E-01,8.74E-01,8.06E-01,7.23562424392268,7.46427022042924,0,2131,437,465,399,488,455,612,411,608,393,616,426,584,1.06,1.95,30.5,-0.0828,2.18,4.57
0.849277853965759,0.915294110774994,1.06243121623993,0.983289480209351,1.02704930305481,1.18844544887543,4.58E-01,6.74E-01,8.88E-01,8.83E-01,7.86E-01,6.48836929418112,7.8752697932375,0,2133,432,433,391,433,452,607,407,599,387,563,424,583,1.36,2.28,28.7,0.236,4.41,2.14
0.825319409370422,0.916323959827423,1.06608128547668,0.965472340583801,1.03607559204102,1.18420732021332,4.59E-01,6.77E-01,8.68E-01,8.69E-01,7.81E-01,-0.842420441671105,0.912134060399519,0,2135,425,411,408,419,444,558,401,554,382,562,418,535,0.513,2.8,23,-0.409,3.62,8.18
0.829659044742584,0,1.04984319210053,0.980744123458862,1.02232611179352,1.15129888057709,4.72E-01,6.70E-01,8.72E-01,8.72E-01,7.92E-01,-5.65655868994105,6.04652600276356,0,2137,440,412,0,0,452,563,410,555,389,560,424,533,1.05,1.85,21,0.116,6.34,18.5
0.803791522979736,0.935606062412262,1.06434118747711,0.95412141084671,1.02442729473114,1.19401586055756,4.63E-01,6.56E-01,8.51E-01,8.64E-01,7.44E-01,-5.37821468753856,5.9362008734206,0,2139,444,290,415,311,454,436,414,431,397,441,426,411,7.2,3.64,11.9,0.481,8.23,9.29
0.822005927562714,0.899117290973663,1.06056725978851,0.973617613315582,1.03178799152374,1.1312243938446,4.50E-01,6.62E-01,8.50E-01,8.55E-01,7.54E-01,-15.4895306978075,18.2355252990663,0,2141,421,300,382,320,439,449,394,441,371,450,412,423,12.5,9.68,10,1.46,13.3,10.9
0.802465200424194,0.918980240821838,1.05968177318573,0.983775138854981,1.03879678249359,1.10917747020721,4.54E-01,6.73E-01,8.50E-01,8.64E-01,7.75E-01,24.5500891494597,25.8435733910694,0,2144,412,335,369,350,421,489,378,480,358,481,396,467,0.86,13.6,20.1,1.68,17.4,5.57
0.823568463325501,0.910431444644928,1.04555225372314,0.954065918922424,1.02173089981079,1.18654429912567,4.86E-01,7.20E-01,8.34E-01,8.65E-01,7.67E-01,-1.22558286390609,1.30100521153598,0,2146,406,409,378,448,416,546,373,545,348,581,390,523,1.21,12.9,28.4,1.73,2.85,14.1
1.07691168785095,0.880581498146057,0.926701307296753,0,0,0.884828329086304,5.48E-01,6.79E-01,8.58E-01,8.36E-01,0.00E+00,12.6195019038174,13.4063706606762,0,2148,0,0,0,0,0,0,0,0,0,0,0,0,4.06,6.55,40.3,1.9,13.9,15.5
0,0,0,0,0,0,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,-2.73227146361388,3.48724914344301,0,2150,0,0,0,0,0,0,0,0,0,0,0,0,9.56,5.88,49.4,1.65,2.66,21.8
0.797048151493073,0.902101457118988,1.05863845348358,0.991016507148743,1.01779294013977,1.07494962215424,4.62E-01,6.85E-01,8.55E-01,8.74E-01,8.01E-01,5.0807059659265,5.94664944800699,0,2152,348,478,304,505,365,620,319,621,295,638,336,596,1.48,6.6,57,1.69,3.15,2.77
0.81098747253418,0.923842191696167,1.04996836185455,0.963525831699371,1.02308011054993,1.08941376209259,4.59E-01,6.92E-01,8.41E-01,8.55E-01,7.80E-01,-4.51184246774681,5.93469596639551,0,2154,345,443,300,464,366,592,320,584,295,592,338,567,0.985,9.66,61.8,1.72,3.03,8.35
