RIAL,RIAR,RIBL,RIM,RIBR,sensory,,,,,,,,velocity,speed,odor,upp_cam_index,RIAL_x,RIAL_y,RIAR_x,RIAR_y,RIBL_x,RIBL_y,RIM_x,RIM_y,RIBR_x,RIBR_y,Speed_3,Speed_5,Speed_10
0.442501336336136,0.432807922363281,1.06676506996155,1.09048306941986,1.05136954784393,1.50845348834991,0.842214524745941,0.882451236248016,0.768574893474579,0.781210780143738,0.843122124671936,0.852239072322845,0,-6.79718910741856,13.6550636415617,1,1631,432,486,491,488,504,421,471,438,479,384,1.21,0.984,2.58
0.442038208246231,0.436741650104523,1.06660592556,1.10408127307892,1.05056810379028,1.50391316413879,0.886991202831268,0.901840507984161,0.790307104587555,0.786483943462372,0.877297818660736,0.860629618167877,0.924778759479523,-1.46168303344317,10.9744854055707,1,1633,432,485,491,488,503,421,472,438,479,385,0.95,0.616,3.71
0.44479238986969,0.434682071208954,1.08974492549896,1.06506502628326,1.06556332111359,1.60777676105499,0.882204711437225,0,0.75687712430954,0.785991132259369,0.885322868824005,0.884066700935364,0.906740546226501,8.93298899933778,14.1354562735587,1,1636,432,486,491,488,503,421,471,437,479,384,1.18,1.11,5.63
0.443749785423279,0.440643310546875,1.07629704475403,1.07003557682037,1.08334636688232,1.71836924552917,0.913549959659576,0.882102251052856,0.794010698795319,0.792660117149353,0.890822231769562,0.883977890014648,0,2.55838022734991,4.14418324707881,1,1638,431,486,491,489,503,421,470,439,478,384,0.851,1.7,2.84
0.449255496263504,0.432202339172363,1.07182836532593,1.16080117225647,1.06039476394653,1.65544319152832,0.851851880550385,0.917711198329926,0.79429429769516,0.790201723575592,0.87768816947937,0.87588107585907,0.927584588527679,7.05815366441415,11.64200573903,1,1640,432,486,491,488,503,421,472,438,479,384,1.51,1.04,3.46
0.446708351373673,0.445260524749756,1.08057343959808,1.07897686958313,1.06918275356293,1.5981342792511,0.881058573722839,0.863342583179474,0.793681502342224,0.795371115207672,0.879524707794189,0.875170469284058,0.954864144325256,135.237811318176,136.392736573642,1,1642,432,486,491,489,503,421,469,438,478,384,23.5,14.2,8.77
0.450934559106827,0.440898180007935,1.09733510017395,1.08100128173828,1.06514692306519,1.63348817825317,0.847524046897888,0.907172977924347,0.766435503959656,0.787693202495575,0.878386318683624,0.867983639240265,0,6.86842507622452,8.71464150559562,1,1644,431,487,491,489,503,422,471,438,478,385,19.7,11.2,9.2
0.509555578231812,0.459104090929031,1.11375761032105,1.02190279960632,1.08173799514771,1.73544502258301,0.887676537036896,0.82407408952713,0.82233190536499,0.803440570831299,0.882156729698181,0.89144104719162,0,-9.6896325691228,18.2072388823472,1,1646,175,395,218,416,244,354,206,363,224,313,4.22,23.3,13.1
0.464638143777847,0.451806038618088,1.13645589351654,1.12484049797058,1.0663161277771,1.81798458099365,0.905791163444519,0.877750635147095,0.76031893491745,0.762791633605957,0.860745906829834,0.885554313659668,0.902649581432343,-0.222997332216475,2.14125062299311,1,1648,199,419,237,427,264,365,223,374,236,320,19.8,13.6,20.7
0.435331284999847,0.443756937980652,1.16438353061676,1.12899947166443,1.06075501441956,1.73635697364807,0.870305955410004,0.849056601524353,0.757225453853607,0.776749491691589,0.863526582717896,0.884441494941711,0,-4.94495878649256,7.96542861994851,1,1650,405,447,466,449,476,382,443,401,448,348,20.8,14.9,27.1
0.444393128156662,0.440337151288986,1.13582062721252,1.06197643280029,1.06405198574066,1.77399241924286,0.888888895511627,0.898188650608063,0.759259283542633,0.778225064277649,0.872397601604462,0.879863142967224,0.927004218101501,-4.18742342527368,9.39297868193333,1,1652,419,461,476,460,486,393,452,410,458,356,1.59,11,37.7
0.447414010763168,0.440298348665237,1.11063575744629,1.1023063659668,1.05675446987152,1.86436426639557,0.899886250495911,0.884105980396271,0.784419178962708,0.781088054180145,0.883143067359924,0.872670829296112,0.955621302127838,-1.83838643206843,10.371750531929,1,1654,422,467,481,470,492,402,460,420,466,367,0.633,22.7,47
0.448775321245194,0.437561005353928,1.14896154403687,1.51471972465515,1.0912389755249,1.67601454257965,0.89732962846756,0.877821564674377,0.781330287456512,0.793307483196259,0.890053927898407,0.858810424804688,0,6.35755264462189,9.19566529713959,1,1657,427,472,485,473,497,406,465,422,470,370,0.506,12.4,52
0.446771830320358,0.439748466014862,1.11382722854614,1.19673418998718,1.077681183815,1.84580397605896,0.874044537544251,0.901094079017639,0.762835562229157,0.792842924594879,0.897165238857269,0.879182398319244,0.912461996078491,3.40415656048492,4.97013268468524,1,1659,426,473,485,475,496,407,465,425,471,370,0.403,1.97,45.4
0.4480319917202,0.435241729021072,1.14947998523712,1.19414508342743,1.07609331607819,1.94129037857056,0.849074363708496,0.903703689575195,0.786341965198517,0.804688215255737,0.886342525482178,0.867823243141174,0,6.9567325604151,8.22050326091055,1,1661,428,473,486,474,498,408,466,425,472,372,0.626,1.1,37.1
0.446787476539612,0.438493520021439,1.12541651725769,1.11329114437103,1.07076776027679,1.88242948055267,0.880153000354767,0.883312404155731,0.721476495265961,0.790869534015656,0.84049928188324,0.862245857715607,0,-0.49412055007806,1.41355388291253,1,1663,428,473,486,476,499,408,465,426,473,372,0.976,1.97,34.4
0.446200877428055,0.432598978281021,1.12604677677155,1.24306225776672,1.06454491615295,1.91005063056946,0.849928557872772,0.877333343029022,0.802742838859558,0.789782524108887,0.878181278705597,0.877183496952057,0,-1.87236164564956,2.42876256105096,1,1665,428,473,487,475,499,408,466,425,473,373,1.61,1.05,13.4
0.443113923072815,0.435097247362137,1.11289739608765,1.06406617164612,1.0591402053833,1.79694473743439,0.898734152317047,0.875793278217316,0.785073220729828,0.780435025691986,0.895782291889191,0.871073842048645,0,-0.791394819394701,2.67264542804046,1,1667,429,474,487,476,500,408,465,427,474,372,1.41,0.981,4.79
0.447396904230118,0.426021665334702,1.14202678203583,1.12332046031952,1.08028101921082,1.88608467578888,0.850720942020416,0.870925664901733,0.756538569927216,0.79835832118988,0.864585697650909,0.868021786212921,0.927055716514587,-0.966640890636253,1.30141812567322,1,1669,429,474,487,476,500,409,467,427,474,373,1.26,2.45,9.76
0.444829136133194,0.44223827123642,1.12730264663696,1.10760402679443,1.05755400657654,1.72750723361969,0.908184826374054,0.955882370471954,0.767325580120087,0.789649069309235,0.890260338783264,0.890194952487946,0,-2.08419199092998,2.44131455876527,0,1671,428,475,487,477,500,409,466,426,474,372,1.58,1.84,31
0.442764490842819,0.429933398962021,1.13070607185364,1.19168043136597,1.08195877075195,1.75000643730164,0.862959861755371,0.897362411022186,0.787983953952789,0.792192339897156,0.886069774627686,0.866908967494965,0,-3.20438929075197,15.7591526655416,0,1673,429,484,487,482,499,415,467,432,473,377,0.913,2.4,38.7
0.442922294139862,0.423779040575027,1.06666314601898,1.10065305233002,1.06900298595428,1.7573117017746,0.886318922042847,0.912689805030823,0.759300291538239,0.790286958217621,0.878070950508118,0.88040965795517,0.941626787185669,-0.057431859497249,5.64688756716293,0,1675,430,488,488,492,500,424,468,442,475,387,0.549,1.99,42.2
0.444735795259476,0.423978567123413,1.09144330024719,1.16099667549133,1.05851411819458,1.881840467453,0.856630802154541,0.882411539554596,0.771259546279907,0.792885839939117,0.871636092662811,0.875968515872955,1.01904761791229,2.77683307593123,7.63181389427372,0,1678,430,493,489,495,501,428,470,444,476,390,1.17,1.19,43.6
0.443553179502487,0.427784025669098,1.08410251140594,1.06148409843445,1.05851721763611,1.82748711109161,0.895218729972839,0.86319375038147,0.793388426303864,0.791710674762726,0.868714213371277,0.87382572889328,0.876033067703247,0.687439057707499,4.78243602310805,0,1680,430,494,490,497,501,430,470,448,477,394,0.765,1.07,45.6
0.442485332489014,0.419371515512466,1.07589960098267,1.04693686962128,1.07543623447418,1.71238613128662,0.873759627342224,0.912078142166138,0.751715660095215,0.778926312923431,0.86474335193634,0.877239942550659,0.935008645057678,6.23827752979054,10.1076724059503,0,1682,431,495,490,498,503,430,470,447,478,394,0.544,1.1,40.2
0.444008082151413,0.425244867801666,1.07634449005127,1.03111135959625,1.0536630153656,1.65983247756958,0.89667671918869,0.869270861148834,0.783998250961304,0.798938870429993,0.861931622028351,0.879029989242554,0,-1.06133813265315,3.26097275011513,0,1684,431,496,491,498,503,432,471,449,479,394,1.4,1.62,26.5
0.439744681119919,0.427132576704025,1.08617579936981,1.09680998325348,1.06008744239807,1.60247492790222,0.858993232250214,0.87922328710556,0.77404510974884,0.784271001815796,0.878444075584412,0.881917357444763,0.969078183174133,-4.72434978259109,5.04328896511649,0,1686,432,496,491,498,504,432,472,448,479,395,0.666,1.09,22.3
0.441869378089905,0.425478339195251,1.059290766716,1.04097330570221,1.05644905567169,1.42136907577515,0.898718476295471,0.868663609027863,0.793685913085938,0.784711003303528,0.880246937274933,0.884491562843323,0,2.15284436852373,3.44462853201134,0,1688,432,496,491,499,503,432,471,448,480,395,1.18,1.85,16.6
0.444270431995392,0.423756450414658,1.07165551185608,1.03952264785767,1.06742823123932,1.41532063484192,0.866983354091644,0.875454545021057,0.754645884037018,0.78950160741806,0.880989670753479,0.88992565870285,0.93179315328598,-5.54368702772584,7.64881505759262,0,1690,432,496,492,499,504,432,471,448,479,395,0.889,1.24,8.96
0.440043210983276,0.427873611450195,1.04772746562958,1.04389631748199,1.07536232471466,1.46789741516113,0.901809453964233,0.882165610790253,0.782479405403137,0.794113636016846,0.858289361000061,0.879719495773315,1,-3.19429816689935,3.35075014308332,0,1692,436,495,494,498,506,431,473,448,481,395,1.89,2.14,10.3
0.442446231842041,0.425628185272217,1.08592748641968,1.10315108299255,1.05567348003387,1.5058308839798,0.849522292613983,0.861783802509308,0.746700346469879,0.780790865421295,0.852097928524017,0.881091117858887,0.949884355068207,-7.97657205870352,16.5255238758287,0,1694,433,497,492,499,504,433,473,448,480,396,1.59,2.42,2.41
0.442246288061142,0.422076851129532,1.04975640773773,1.03911077976227,1.08940494060516,1.39032554626465,0.863086879253387,0.908266663551331,0.782360672950745,0.778466582298279,0.87328177690506,0.882118225097656,0.922020196914673,-2.05876218801543,2.51095486176435,0,1696,432,497,493,499,505,432,473,448,480,396,0.818,1.14,1.71
0.443901687860489,0.425598412752152,1.08061587810516,1.02410042285919,1.07039356231689,1.29033148288727,0.854137420654297,0.890810251235962,0.76728230714798,0.78806746006012,0.864507138729095,0.894235134124756,0.91031938791275,9.49899329403073,12.1942663464574,0,1699,433,497,493,499,505,433,473,448,481,396,1.64,1.01,1.88
0.441654413938522,0.433146268129349,1.07150495052338,1.02793860435486,1.06140351295471,1.38658845424652,0.89171975851059,0.872935771942139,0.783709049224854,0.791093826293945,0.943425893783569,0.894597351551056,0.949275374412537,-0.624983484921144,1.69341452034795,0,1701,433,498,493,500,506,434,471,449,481,397,1.58,0.911,3.64
0.444163769483566,0.429145008325577,1.06930339336395,1.00318777561188,1.0554119348526,1.45779132843018,0.866318762302399,0.858748018741608,0.764636158943176,0.794086575508118,0.860438704490662,0.892789840698242,0.870967745780945,4.11702249489535,6.6170676278532,0,1703,433,498,493,500,505,434,472,450,480,397,0.947,1.56,0.822
0.440467327833176,0.429641038179398,1.03792083263397,1.01256918907166,1.06166052818298,1.33333337306976,0.877283930778503,0.864089787006378,0.77059805393219,0.78390371799469,0.839294493198395,0.870043218135834,0.893631935119629,0.209862033973548,2.16918745687705,0,1705,433,498,493,500,506,433,472,450,480,397,1.02,2.27,3.12
0.446512550115585,0.425386875867844,1.04869544506073,1.02989459037781,1.05988276004791,1.32621395587921,0.855587124824524,0.922376871109009,0.75018846988678,0.784318327903748,0.868469297885895,0.901676058769226,0.870901644229889,2.31909720286918,5.60196050508173,0,1707,432,499,492,501,504,435,471,450,480,398,0.782,0.716,1.39
0.442739874124527,0.425973564386368,1.05494451522827,1.04416799545288,1.06340062618256,1.19551587104797,0.895967483520508,0.903939783573151,0.76161652803421,0.790910005569458,0.86527544260025,0.882185697555542,0,3.25889835217797,3.27085438405658,0,1709,433,499,492,502,506,435,473,451,480,398,1.17,1.51,2.7
0.442716032266617,0.427871018648148,1.07897210121155,1.028404712677,1.07183659076691,1.34956324100494,0.854392290115356,0.891958236694336,0.735453307628632,0.779173076152802,0.862275421619415,0.880701124668121,0.953604996204376,-7.70346068545879,9.79036888752229,0,1711,433,499,493,502,504,435,472,452,481,398,1.75,1.8,1.65
0.438747018575668,0.43169105052948,1.05570602416992,1.00815629959106,1.06711137294769,1.2569272518158,0.889830529689789,0.863761484622955,0.764034271240234,0.775139570236206,0.872192084789276,0.885664999485016,0.885474860668182,-2.44560363549921,4.37888011561874,0,1713,433,499,493,501,506,435,472,451,481,398,1.05,1.85,2.3
0.438256651163101,0.430499970912933,1.05875658988953,1.01167464256287,1.06020569801331,1.21093356609344,0.849428236484528,0.883340179920197,0.736714959144592,0.780760288238525,0.863272309303284,0.897172212600708,0.924415469169617,-4.31584579773168,9.41790929487229,0,1715,433,499,493,501,504,435,473,449,482,398,0.944,1.64,1.16
0.4393470287323,0.429682403802872,1.05667471885681,1.0047333240509,1.05550026893616,1.18347096443176,0.897459149360657,0.890360176563263,0.766068756580353,0.782817780971527,0.857257425785065,0.863972842693329,0,-2.52602113626053,6.01918175550179,0,1717,433,499,493,501,506,435,472,450,481,398,0.4,1.63,0.462
0.441726833581924,0.427432805299759,1.0744856595993,1.00152266025543,1.07520771026611,1.10965812206268,0.862504482269287,0.880017280578613,0.720110595226288,0.780753374099731,0.867530405521393,0.88254976272583,0,-10.4710204679691,20.0148035901772,0,1719,434,498,494,500,507,434,474,450,482,397,2,0.874,0.34
0.444359213113785,0.432927817106247,1.0506979227066,0.995045602321625,1.05644249916077,1.12513673305511,0.910838067531586,0.890149235725403,0.788389503955841,0.780693411827087,0.891743719577789,0.898256361484528,0.907139301300049,3.15349663717414,7.49403466578108,0,1722,433,498,493,501,506,435,473,451,482,399,1.52,0.808,2.96
0.444525599479675,0.426004648208618,1.05921912193298,0.99983549118042,1.06863522529602,1.15516817569733,0.842575371265411,0.864864885807037,0.763909757137299,0.785619020462036,0.893522143363953,0.903003096580505,0.948489010334015,1.31318323846709,3.54892529833172,0,1724,434,499,494,501,506,436,473,450,481,398,1.21,1.41,3.15
0.441403657197952,0.432711720466614,1.04652416706085,0.997722983360291,1.06820356845856,1.11887896060944,0.892822504043579,0.869747877120972,0.76107382774353,0.779314875602722,0.879287779331207,0.881544172763824,0.911246180534363,1.11845558192434,1.12190041216096,0,1726,434,498,494,500,506,435,473,450,482,399,3.39,1.9,3.46
0.437001645565033,0.426126569509506,1.0352041721344,1.02273595333099,1.05139303207397,1.10884118080139,0.834874927997589,0.873823761940002,0.736284911632538,0.773077726364136,0.859411299228668,0.871545016765595,0.941747546195984,-1.25707629017643,4.78264557333472,0,1728,434,499,494,501,506,435,475,450,482,398,0.365,1.15,4.47
0.442043244838715,0.425937741994858,1.02958583831787,1.00047433376312,1.07447361946106,1.1224672794342,0.907507240772247,0.871143400669098,0.783431708812714,0.782036483287811,0.840158522129059,0.874857544898987,0.909742951393127,-2.10819187499082,3.61807044487332,0,1730,433,498,493,501,506,435,473,451,482,399,0.945,2.2,4.36
0.447416067123413,0.431269705295563,1.06027781963348,1.00901758670807,1.0705258846283,1.13139510154724,0.824989676475525,0.874281585216522,0.741139531135559,0.779460370540619,0.880443155765533,0.896996855735779,0.932182490825653,-4.45421607483667,10.9860915113133,0,1732,435,499,494,502,506,436,474,451,483,399,2,1.73,4.98
0.443216472864151,0.433758646249771,1.04689502716064,1.00481152534485,1.07325601577759,1.08990514278412,0.88668555021286,0.908111989498138,0.783626914024353,0.782223641872406,0.859943985939026,0.893980920314789,0.897648692131043,-1.62789296704527,3.42885838798942,0,1734,434,499,495,501,507,436,473,450,483,398,0.922,1.35,4.03
0.44064012169838,0.424903303384781,1.04464280605316,1.00656175613403,1.0593169927597,1.07820117473602,0.83793967962265,0.869734287261963,0.756485819816589,0.779251337051392,0.852941155433655,0.878652572631836,0.929763972759247,-2.36590575078269,13.516700044251,0,1736,434,498,494,501,506,435,473,451,482,399,0.618,2.18,4.18
0.442765593528748,0.428394734859467,1.03604435920715,0.999880790710449,1.05157625675201,1.04744672775269,0.871000349521637,0.88496732711792,0.75767982006073,0.798238396644592,0.852135360240936,0.862826645374298,0.929824590682983,-6.07515552680656,8.13679986162194,0,1738,434,500,494,502,507,436,472,451,481,399,0.866,2.42,2.5
0.446656435728073,0.425236999988556,1.05857336521149,1.00161755084991,1.04526913166046,1.04506027698517,0.853134095668793,0.89527815580368,0.766202569007874,0.776120603084564,0.862515687942505,0.898752748966217,0.905189633369446,-9.27859122609453,16.6742865702063,0,1740,433,499,493,500,506,435,472,451,481,400,1.21,1.37,2
0.440689414739609,0.426215469837189,1.02233183383942,0.984162747859955,1.06216299533844,1.04150295257568,0.894205451011658,0.884256958961487,0.780247390270233,0.789284944534302,0.86693799495697,0.896998167037964,0.938080489635468,0.186307500440508,3.70179564689273,0,1743,434,499,494,500,506,435,472,450,481,399,1.21,0.97,1.96
0.440876632928848,0.423785507678986,1.01498961448669,0.997335016727448,1.06298959255219,1.05481934547424,0.850902497768402,0.879157423973084,0.736869871616364,0.788982808589935,0.877311527729034,0.859124004840851,0,1.67834858411254,3.70019351307141,0,1745,434,499,493,501,505,435,473,452,481,399,1.5,1.3,1.92
0.446329861879349,0.428804755210876,1.02189576625824,1.00412511825562,1.0360392332077,1.03753912448883,0.906854152679443,0.899516403675079,0.794070661067963,0.788442552089691,0.868630588054657,0.891175448894501,0.911716163158417,-1.08926354207978,3.54360262686047,0,1747,434,500,494,502,505,436,472,452,481,401,0.728,1.98,2.49
0.444096833467484,0.423734813928604,1.03844749927521,1.00099241733551,1.04860854148865,1.00524199008942,0.843268036842346,0.896573603153229,0.733318686485291,0.776544988155365,0.851296067237854,0.874639630317688,0,0.149202977528848,2.7897319210213,0,1749,434,500,494,502,506,437,473,452,482,400,0.965,1.14,1.3
0.440366983413696,0.425167620182037,1.01044285297394,0.993758976459503,1.05849182605743,1.01377022266388,0.900177478790283,0.89919650554657,0.789704263210297,0.784657061100006,0.847228109836578,0.882825016975403,0.891050577163696,-2.48168677482881,2.98174571393739,0,1751,434,499,494,501,507,436,473,451,481,400,0.558,1.03,1.91
0.441592216491699,0.424827724695206,1.03662359714508,1.00859200954437,1.05409836769104,0.997210741043091,0.854304611682892,0.927108943462372,0.746253967285156,0.793202579021454,0.901341736316681,0.888702511787415,0.893135726451874,-0.354104654121624,2.84710299842262,0,1753,435,499,494,501,507,435,473,451,482,399,0.808,1.21,1.98
0.439592063426971,0.435404241085053,1.02248775959015,1.00232601165771,1.06656575202942,0.991374492645264,0.873358368873596,0.876255691051483,0.770318031311035,0.781988918781281,0.871408224105835,0.862821340560913,0,-2.02298396845246,4.10800357746282,0,1755,434,500,494,501,506,436,473,451,481,400,1.08,1.83,3.46
0.442540258169174,0.431038528680801,1.05728399753571,0.997251510620117,1.05034673213959,0.995019257068634,0.815642476081848,0.895476520061493,0.753839015960693,0.766420245170593,0.873151779174805,0.877851605415344,0.916766464710236,-5.15733225469653,11.2566703655083,0,1757,434,499,494,502,506,436,472,451,481,400,1.57,2.64,2.01
0.44514673948288,0.429725050926209,1.0378475189209,0.985820174217224,1.06532633304596,1.0048713684082,0.873674035072327,0.848680377006531,0.771985769271851,0.794758915901184,0.883996069431305,0.87945032119751,0,-4.54591713801154,5.81368070651983,0,1759,434,499,494,501,507,435,473,452,481,400,1.25,2.43,3.5
0.447246968746185,0.428084790706635,1.02954161167145,0.996379375457764,1.05858528614044,0.988563120365143,0.859578311443329,0.889921367168427,0.723214268684387,0.787352859973908,0.858196020126343,0.888342678546906,0,-7.95551565520279,19.0339750235437,0,1761,434,499,494,502,506,436,473,451,482,400,0.341,1.22,3.61
0.44735062122345,0.436231911182404,1.01879858970642,0.998753190040588,1.05595529079437,1.0030996799469,0.872340440750122,0.881872236728668,0.774845004081726,0.775319218635559,0.862996160984039,0.886833965778351,0.873515009880066,3.00432876923655,3.01348533851528,0,1764,434,499,494,501,507,435,472,451,482,400,1.09,0.737,4.34
0.445410877466202,0.435532063245773,1.04253447055817,1.00109946727753,1.05615711212158,0.999051988124847,0.840898454189301,0.991150438785553,0.738804221153259,0.790847539901733,0.882768332958221,0.891320705413818,0,9.83468336698595,10.386607275827,0,1766,434,499,494,501,506,436,473,451,482,400,1.66,1.58,2.81
0.443352311849594,0.441211879253387,1.02691578865051,1.00410556793213,1.0527685880661,0.980559527873993,0.922230660915375,0.881895899772644,0.789776563644409,0.792832612991333,0.8688725233078,0.880970001220703,0.930750608444214,-4.81186049471426,5.16056118049873,0,1768,434,499,494,502,507,436,473,452,482,400,1.9,1.3,4.54
0.453854322433472,0.437436640262604,1.05886876583099,0.997515022754669,1.05202662944794,0.979526877403259,0.856841206550598,0.883843719959259,0.743805110454559,0.792900621891022,0.879154086112976,0.880205631256104,0.938000023365021,1.14528005824051,3.53767476705749,0,1770,434,500,494,502,506,437,474,452,481,401,1.18,1.43,2.66
0.446770399808884,0.439100503921509,1.03630340099335,1.00390458106995,1.04802405834198,1.00886178016663,0.90597540140152,0.890461981296539,0.756830036640167,0.789636313915253,0.872875094413757,0.881637156009674,0.932218730449677,1.26196387563171,3.97571930266956,0,1772,434,500,495,502,508,436,473,452,482,401,1.42,1.4,1.4
0.460324943065643,0.438955634832382,1.06456124782562,1.0052216053009,1.05257749557495,1.00275754928589,0.875897407531738,0,0.745781540870667,0.78932523727417,0.879497408866882,0.886988937854767,0,-5.87523971104888,11.796458721285,0,1774,434,499,494,502,507,435,473,451,482,400,1.97,2.02,2.07
0.456102907657623,0.438840180635452,1.03951454162598,1.00017428398132,1.07030344009399,0.997515261173248,0.841918289661408,0.872811079025269,0.763632953166962,0.801762223243713,0.866126537322998,0.897501289844513,1,-0.902782792919576,1.93655140415101,0,1776,434,499,495,501,506,436,472,452,482,400,2.05,1.35,2.66
0.462509870529175,0.437516629695892,1.04554808139801,1.00847268104553,1.05270731449127,0.984663665294647,0.857602834701538,0.866666674613953,0.728879749774933,0.794933915138245,0.879595577716827,0.889704167842865,0.954751133918762,-1.85402444425958,8.8189844780738,0,1778,434,499,494,502,507,436,473,452,482,400,1.18,2.05,1.14
0.460883527994156,0.443835705518723,1.04906022548676,1.0079402923584,1.07692313194275,0.997988224029541,0.866916596889496,0.899571359157562,0.775578260421753,0.808147370815277,0.897689759731293,0.890319526195526,0,-4.9384096275507,8.56260324512119,0,1780,434,499,494,502,507,436,473,452,481,401,0.226,2.39,0.693
0.466255277395248,0.443812102079392,1.06810677051544,1.01449859142303,1.07357788085938,0.979518175125122,0.846428573131561,0.898680746555328,0.737962961196899,0.781318366527557,0.854945063591003,0.895736455917358,0.921450138092041,-3.96212323355715,13.4700547813362,0,1782,433,499,493,502,505,437,471,451,480,400,1.13,1.27,1.04
0.462044984102249,0.446738570928574,1.05657565593719,1.00777101516724,1.06618809700012,0.993344128131866,0.896289527416229,0.916161596775055,0.780319035053253,0.812322199344635,0.893657922744751,0.901842057704926,0.920731723308563,2.83965912021529,4.24893913399257,0,1785,434,499,494,501,507,436,471,452,481,401,1.37,1.4,2.19
0.47046023607254,0.447749108076096,1.05057799816132,0.999124228954315,1.06499195098877,0.984494268894196,0.879243850708008,0.90620344877243,0.733147382736206,0.788705348968506,0.903399646282196,0.885999858379364,0,0.182644078543195,6.4351259259709,0,1787,434,499,494,501,506,435,473,451,481,401,0.841,1.03,2.41
0.463212937116623,0.446803897619247,1.04245066642761,0.998796880245209,1.05323493480682,0.98495614528656,0.908286929130554,0.897735595703125,0.76870334148407,0.811541318893433,0.902371525764465,0.878749787807465,0,-3.59635661204844,7.05120761913207,0,1789,434,500,494,502,507,437,473,452,482,401,1.59,1.58,1.29
0.468376159667969,0.448045462369919,1.05846297740936,1.0032707452774,1.06484079360962,0.981078326702118,0.883219957351685,0.862991273403168,0.748663127422333,0.795440971851349,0.861528217792511,0.880806624889374,0,-2.09205657103302,5.02530323750011,1,1791,435,500,494,503,507,437,473,452,482,402,0.777,0.958,0.297
0.463189333677292,0.445388227701187,1.03702509403229,1.0175017118454,1.06513428688049,0.988312125205994,0.895702958106995,0.880345106124878,0.754140317440033,0.803174316883087,0.891353666782379,0.878952980041504,0.926862597465515,2.89244211382279,2.9538362343878,1,1793,434,500,494,501,505,437,472,453,481,401,1.25,1.76,2.73
0.476971477270126,0.446687012910843,1.05894613265991,1.02042007446289,1.06369423866272,1.010981798172,0.886584281921387,0.893700778484345,0.753586053848267,0.80331689119339,0.899541079998016,0.902799189090729,0.914801418781281,-1.66357468480902,6.28068427824572,1,1795,434,500,494,502,506,436,472,453,481,401,2.31,3.03,0.639
0.470330327749252,0.457470953464508,1.05297780036926,1.00779783725739,1.06846487522125,1.05139029026032,0.897142827510834,0.897497415542603,0.770769834518433,0.808512330055237,0.87590616941452,0.885981321334839,0.90625,-0.803521358415828,3.44793113311126,1,1797,433,500,494,502,505,437,473,453,481,401,0.82,1.85,3.68
0.477452307939529,0.458575487136841,1.05854845046997,0.98407256603241,1.05223631858826,1.08153486251831,0.879849791526794,0.932701885700226,0.768912374973297,0.79853481054306,0.884923279285431,0.893162131309509,0.917975544929504,-0.719355210272532,14.0418975416655,1,1799,434,500,494,502,506,437,473,453,481,402,0.415,2.49,2.1
0.474556267261505,0.453120529651642,1.04002392292023,1.02209782600403,1.05413484573364,1.13980162143707,0.897954165935516,0.911461472511292,0.778877913951874,0.811661839485168,0.904463052749634,0.878471255302429,0,-2.89743442203143,5.14686890925544,1,1801,434,500,494,502,506,437,473,454,481,402,0.78,2.08,3.24
0.478583991527557,0.448555827140808,1.04963636398315,1.02797949314117,1.06399822235107,1.16785621643066,0.896953403949738,0.923976600170136,0.757652580738068,0.814784526824951,0.896743774414063,0.898221373558044,0.919678688049316,-1.95177711053723,9.85206648845882,1,1803,434,500,494,502,507,436,473,453,481,401,0.448,0.477,3.87
0.477025777101517,0.453602373600006,1.04737484455109,1.02573525905609,1.06488275527954,1.25413072109222,0.897362589836121,0.918122291564941,0.77512514591217,0.815476834774017,0.91464775800705,0.879669785499573,0.880258917808533,1.45128937551984,1.71835550925623,1,1806,433,500,494,502,506,436,473,453,481,401,1.33,1.4,5.5
0.474049836397171,0.458430349826813,1.06342375278473,1.02075099945068,1.06747734546661,1.30292022228241,0.885462582111359,0.923890054225922,0.768152594566345,0.793174982070923,0.886399030685425,0.916213095188141,0.908296942710876,-0.013047498720407,6.93770945949994,1,1808,434,500,494,502,507,436,472,453,481,401,1.51,1.15,2.83
0.474654078483582,0.457100063562393,1.04699051380157,1.02416217327118,1.0612016916275,1.38919544219971,0.91125899553299,0.880596995353699,0.770812749862671,0.815613687038422,0.882109642028809,0.897692561149597,0.925000011920929,0.294587713015374,3.91806732993014,1,1810,433,500,493,502,506,437,471,453,480,402,0.586,1.41,3.81
0.481468051671982,0.461375534534454,1.07278537750244,1.03128099441528,1.07626557350159,1.40252530574799,0.909668624401093,0,0.728286683559418,0.80392724275589,0.882795453071594,0.894620001316071,0,4.05127368258302,4.32832513857497,1,1812,434,500,494,503,507,437,473,453,481,401,0.312,1.1,1.98
0.479183405637741,0.464654594659805,1.05703854560852,1.0826176404953,1.09026563167572,1.37986254692078,0.920834839344025,0.878903269767761,0.78809916973114,0.809968531131744,0.885556817054749,0.880265951156616,0,-3.26590834081247,4.00818196871192,1,1814,434,500,493,503,508,435,473,453,481,401,3.26,1.67,3.97
0.489081919193268,0.46595686674118,1.07525789737701,1.05269038677216,1.05744636058807,1.46938180923462,0.833613455295563,0.887293636798859,0.760528981685638,0.805514574050903,0.900114178657532,0.897113800048828,0,1.02484366995503,6.67683915391417,1,1816,433,500,494,502,507,436,473,453,481,401,2.05,1.66,1.36
