0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,121.0,0.007617978310170534,-0.007361895464129143,0.0028137827644387323,0.21228713514819467,0.10796035401528996,0.002408276770928574,-0.000285425709649077,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,123.0,0.010849054320810141,-0.026470546552672995,0.00046900822586376316,0.1262074135644797,0.22140869339095837,0.003723738423891449,-0.0036970741935799436,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,125.0,0.009592180642360105,0.056872175756430575,0.009302248044571079,0.03228658530115009,0.07924258969568876,0.005266774470828626,0.0049754518487068805,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,127.0,0.008441638350459474,-0.06410003715419936,-0.006867493756484456,0.09450025403791833,0.09606423024414348,0.0034333117769241414,-0.003417670624058339,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,129.0,0.004730782816915111,0.015152444530294627,-0.004291131423681034,0.031305282297897356,0.1671096368881562,0.002030780930484636,0.0013236369982021362,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,131.0,0.004122543890334325,-0.021254003486757413,-0.0013644331067565404,0.014496889862773884,0.2889575987542062,0.004490795312044371,0.0011505811359468281,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,133.0,0.19686087555144047,-0.14654017440727807,-0.04667605338734362,0.24419334198241816,0.1990232485553678,0.09421896983413751,-0.01699568590307611,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,135.0,0.19363515877818732,0.04072416622544844,-0.07327139658981223,0.019334257055094055,0.009172981755966985,0.09399353185342438,-0.036868517603506325,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,137.0,0.1983545707063163,0.06484690267357676,-0.07435629818515027,0.05529028435094912,0.04060004287973429,0.09199005533210063,-0.0364549354024438,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,140.0,0.033611830811443685,0.09979505809892031,0.0335866638140039,0.011767021044130407,0.03783711509222287,0.08484270945079775,-0.029467323686697997,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,142.0,0.007723976702963785,-0.09703799746203046,-0.007722849908853545,0.01970243821947666,0.08344977259283376,0.09821334997622702,-0.011278404111244778,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,144.0,0.018496043769738662,0.10396883184437143,0.0026586819212864503,0.059223992609563805,0.08398430230347464,0.08405568550014261,-0.025794434958956083,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,146.0,0.034829019094888246,0.023125288606689824,0.016021135414640297,0.03212728246863176,0.055350008468978855,0.07776029954960662,-0.03921691511468291,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,148.0,0.02608533732749675,0.0033747254583193025,0.024593936388333494,0.026446807330731365,0.03036785154888315,0.019456416833324185,0.019379471418264793,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,150.0,0.006313961015005775,-0.07023845832136358,-0.004354804563645004,0.0596084117932741,0.04935633349309226,0.004232351879714906,0.004229937848716079,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,152.0,0.019064640449509417,0.035598608236741824,0.017279229084606045,0.15160408149647547,0.0651991422069125,0.009213219702457644,0.00010546354868915317,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,154.0,0.02569014282729115,-0.0484216966874804,-0.01809457713045298,0.10922698006862902,0.004615802267142229,0.0052042863123795465,-0.00407865329715232,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,156.0,0.034988399594034277,0.033395193539149666,-0.00837529046642439,0.024386271120640794,0.02249383147151688,0.008187043227615267,0.003864271191573242,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,158.0,0.02208400119729728,-0.08667508291834959,-0.022030774716103523,0.06661536358135249,0.07633074160908045,0.012320894525851864,-0.01175416213309386,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,161.0,0.02036446238605407,0.05275692365704684,0.01805577240091913,0.025525198203292406,0.013657356678022939,0.014016678056029803,-0.0035272906308859153,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,163.0,0.01762056505299197,-0.02818461975085936,0.0010847758173902799,0.05984828612912286,0.052238231356426745,0.008549408196208402,-0.005936943140008683,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,165.0,0.07308328325491316,0.11048228972094788,0.051477512498669026,0.05211837349617504,0.12837124933048166,0.02374264352230355,0.01658846748095034,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,167.0,0.014794612102894565,-0.2189797446767862,-0.013786378338333516,0.03806932861459798,0.0770005379321897,0.013444368952984134,-0.009333667052934164,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,169.0,0.03654911693869218,0.0930264755400177,0.03354883625454355,0.1601818596088631,0.16143009920007456,0.007108939291809134,0.005631171530319045,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,171.0,0.04597934042922988,-0.03247216160184744,-0.027846900662761322,0.11520602942893458,0.08050044222983736,0.010886784234138596,-0.005349416871736829,0.0,0.0,0.0,0.0
0.0,0.0,0.0,1.0679501295089722,0.0,0.0,0.0,0.0,0.0,0.9642978310585022,0.0,173.0,0.06670155918523576,0.14409596039275216,0.058725776578148516,0.26861036448660125,0.0963121661807379,0.03493914019613386,0.0349287404769483,0.0,0.0,0.0,0.7653223872184753
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,175.0,0.09236408425434478,0.08084144893656411,0.06730185954383625,0.1555537197800912,0.13838767545197903,0.04159109499493184,0.032866587739835994,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.9739930033683777,1.569206953048706,1.1194703578948975,0.0,1.0657055377960205,0.9480576515197754,0.9685506820678711,0.0,177.0,NA,NA,NA,NA,NA,NA,NA,0.0,1.0033258199691772,0.8466567397117615,0.763184130191803
0.5369983911514282,0.0,1.3707178831100464,0.9749751091003418,1.5440077781677246,1.1589453220367432,0.0,1.0857070684432983,0.9541471600532532,0.974861741065979,0.0,179.0,0.08003445779115971,NA,0.05472496465342247,NA,NA,0.050737929764085456,0.021261224187954,0.0,1.014882206916809,0.8619214296340942,0.7601678371429443
0.538245439529419,0.0,1.3920271396636963,0.0,1.518035888671875,1.160517930984497,0.0,1.0875372886657715,0.9650174975395203,0.9799451231956482,0.0,182.0,0.07579679244340179,-0.09950712217658225,-0.05189299249067142,0.08699300272493873,0.054433458126501855,0.05819614983917155,0.011788616866614362,0.0,1.0261015892028809,0.8898172974586487,0.7593931555747986
0.0,0.0,0.0,1.0119725465774536,1.1242923736572266,0.9716213941574097,0.0,0.0,0.9769783020019531,0.0,0.0,184.0,NA,0.002081959846588618,NA,0.019330085483400386,0.047937722666811275,0.03699607900008582,0.005953042441384177,0.0,1.0257850885391235,0.9235692024230957,0.0
0.5400447845458984,0.43521758913993835,1.3815958499908447,0.9949911832809448,1.5143089294433594,1.198494553565979,0.0,1.067594289779663,0.9851363301277161,0.0,0.0,186.0,0.013891982649594655,0.0978596945199338,0.012270963463855027,0.07647877123587686,0.05784427156401198,0.04102823610608657,0.03354631562027494,0.0,1.0136984586715698,0.9541807174682617,0.0
0.5415172576904297,0.0,1.3658488988876343,0.9845987558364868,1.7267770767211914,0.0,0.0,1.07720947265625,0.0,0.0,0.0,188.0,0.022846543139487092,-0.04867067709598119,0.02073455819751943,0.053437474100860236,0.029916738164785035,0.032185356733707746,-0.0033156500737529203,0.0,0.9976202845573425,0.9751724600791931,0.0
0.5419431924819946,0.0,0.0,0.9799522757530212,0.0,0.0,1.2048496007919312,1.0530517101287842,0.0,0.0,0.0,190.0,0.0196496805890925,-0.1400475667972592,-0.0190979387049861,0.023266533758318872,0.028495021510508117,0.04603079623043019,-0.04189616676489179,0.0,0.9833003878593445,0.9850228428840637,0.0
0.5405436754226685,0.0,0.0,0.0,1.5932499170303345,0.0,1.1922194957733154,1.047568440437317,0.0,0.0,0.0,192.0,0.07063294713613741,0.04344557608874984,-0.0685341528066028,0.13377840108073052,0.03179636719095991,NA,NA,0.0,0.9705516695976257,0.9865815043449402,0.0
0.5365860462188721,0.0,0.0,1.0249052047729492,1.6045410633087158,0.0,1.15432608127594,1.0561448335647583,0.0,0.0,0.0,194.0,0.009004111203783523,0.015322022087245169,0.007060674321197123,0.05007031964112226,0.07043016020822743,0.012440331727851738,-0.0124097447034464,0.0,0.958450436592102,0.9852114915847778,0.0
0.5305736064910889,0.0,1.3945294618606567,0.986711323261261,0.0,0.0,1.1084920167922974,1.0522112846374512,0.0,0.0,0.0,196.0,0.039939372316524335,0.14311375781559763,0.03199878292358063,0.11408778888197371,0.02185220938862111,0.022857513386129857,0.018556381657129476,0.0,0.951066255569458,0.9850530028343201,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,198.0,0.009072826911378387,-0.20619274076975444,0.00882487081607283,0.0886532177450076,0.029514531453057803,0.007444596945576403,-0.005642715232440097,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200.0,0.01934076668515009,-0.017578088787015455,-0.016649375894049384,0.09045054676286657,0.033114495100156516,0.03618009945270018,-0.03533221743283268,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,203.0,0.060766314345618,0.09047550759533085,-0.06066237785690958,0.024353871637234303,0.07057355446159103,0.017886058228073556,-0.016795019778908772,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,205.0,0.02386561365878475,-0.06940655536786282,-0.023539003896514143,0.05051376485734488,0.05615107550267056,0.0106139361659385,-0.00906445432974954,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,207.0,0.010879861806867066,0.027769633622533083,-0.009441370141235207,0.04829111468029401,0.1132848588300076,0.011911342747769456,-0.01159030803710846,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,209.0,0.0104106119391878,-0.008998407015092079,-0.010225044064647271,0.016923420155210395,0.003773763842631514,0.015230724306888498,-0.014980128127426141,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,211.0,0.008431092686229347,-0.07663189337018284,-0.003178900511440323,0.011171159275459414,0.25082703990904376,0.04548599212940444,-0.03374996669694384,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,213.0,0.018077201703636445,-0.04051257371552788,-0.014738455295177831,0.051528937456532926,0.3433282453364485,0.02522659295902391,-0.024362638685560982,0.0,0.0,0.0,0.0
