3.013370056152343750e+02,1.956869964599609375e+02,4.775950012207031250e+02,1.991470031738281250e+02,3.703309936523437500e+02,2.426380004882812500e+02,3.171189880371093750e+02,2.259880065917968750e+02,4.127019958496093750e+02,2.433939971923828125e+02,4.441619873046875000e+02,2.252960052490234375e+02,3.438569946289062500e+02,2.366280059814453125e+02
3.022409973144531250e+02,1.960789947509765625e+02,4.775950012207031250e+02,1.995540008544921875e+02,3.722510070800781250e+02,2.427420043945312500e+02,3.173089904785156250e+02,2.260070037841796875e+02,4.133959960937500000e+02,2.445659942626953125e+02,4.442409973144531250e+02,2.272059936523437500e+02,3.442969970703125000e+02,2.366280059814453125e+02
3.022409973144531250e+02,1.960789947509765625e+02,4.775950012207031250e+02,2.001470031738281250e+02,3.722510070800781250e+02,2.433190002441406250e+02,3.177109985351562500e+02,2.264940032958984375e+02,4.133959960937500000e+02,2.445659942626953125e+02,4.442409973144531250e+02,2.272059936523437500e+02,3.442969970703125000e+02,2.374140014648437500e+02
3.018469848632812500e+02,1.957169952392578125e+02,4.771669921875000000e+02,2.001470031738281250e+02,3.717130126953125000e+02,2.433190002441406250e+02,3.180289916992187500e+02,2.264940032958984375e+02,4.133959960937500000e+02,2.435039978027343750e+02,4.442409973144531250e+02,2.279810028076171875e+02,3.442969970703125000e+02,2.377380065917968750e+02
3.023919982910156250e+02,1.967680053710937500e+02,4.771669921875000000e+02,1.999859924316406250e+02,3.717130126953125000e+02,2.427420043945312500e+02,3.181080017089843750e+02,2.269629974365234375e+02,4.144540100097656250e+02,2.433939971923828125e+02,4.444909973144531250e+02,2.260359954833984375e+02,3.452000122070312500e+02,2.377380065917968750e+02
3.018469848632812500e+02,1.967539978027343750e+02,4.771669921875000000e+02,1.999859924316406250e+02,3.717130126953125000e+02,2.425119934082031250e+02,3.180289916992187500e+02,2.269629974365234375e+02,4.144869995117187500e+02,2.435039978027343750e+02,4.444909973144531250e+02,2.279810028076171875e+02,3.452000122070312500e+02,2.377380065917968750e+02
3.018469848632812500e+02,1.966170043945312500e+02,4.779630126953125000e+02,1.999859924316406250e+02,3.717130126953125000e+02,2.425119934082031250e+02,3.177109985351562500e+02,2.269629974365234375e+02,4.150719909667968750e+02,2.435039978027343750e+02,4.450960083007812500e+02,2.279810028076171875e+02,3.452000122070312500e+02,2.377380065917968750e+02
3.017680053710937500e+02,1.967539978027343750e+02,4.779630126953125000e+02,1.996439971923828125e+02,3.713779907226562500e+02,2.425119934082031250e+02,3.185490112304687500e+02,2.267299957275390625e+02,4.150719909667968750e+02,2.439880065917968750e+02,4.456300048828125000e+02,2.297270050048828125e+02,3.461830139160156250e+02,2.377380065917968750e+02
3.017680053710937500e+02,1.969270019531250000e+02,4.779630126953125000e+02,1.996439971923828125e+02,3.710079956054687500e+02,2.426569976806640625e+02,3.174960021972656250e+02,2.267299957275390625e+02,4.144869995117187500e+02,2.443020019531250000e+02,4.456300048828125000e+02,2.297270050048828125e+02,3.461830139160156250e+02,2.376199951171875000e+02
3.017680053710937500e+02,1.967539978027343750e+02,4.778880004882812500e+02,1.999839935302734375e+02,3.710079956054687500e+02,2.426569976806640625e+02,3.174960021972656250e+02,2.266130065917968750e+02,4.140899963378906250e+02,2.443020019531250000e+02,4.435679931640625000e+02,2.297270050048828125e+02,3.461830139160156250e+02,2.377839965820312500e+02
3.023420104980468750e+02,1.966170043945312500e+02,4.778340148925781250e+02,2.003410034179687500e+02,3.721390075683593750e+02,2.431309967041015625e+02,3.184790039062500000e+02,2.264129943847656250e+02,4.140899963378906250e+02,2.443020019531250000e+02,4.442420043945312500e+02,2.283990020751953125e+02,3.454700012207031250e+02,2.377839965820312500e+02
3.017680053710937500e+02,1.964259948730468750e+02,4.778340148925781250e+02,1.999839935302734375e+02,3.711679992675781250e+02,2.426569976806640625e+02,3.184790039062500000e+02,2.261349945068359375e+02,4.140899963378906250e+02,2.437149963378906250e+02,4.442420043945312500e+02,2.278430023193359375e+02,3.454700012207031250e+02,2.377839965820312500e+02
3.024259948730468750e+02,1.964259948730468750e+02,4.778340148925781250e+02,2.006459960937500000e+02,3.721390075683593750e+02,2.426569976806640625e+02,3.182709960937500000e+02,2.261349945068359375e+02,4.133510131835937500e+02,2.437149963378906250e+02,4.435679931640625000e+02,2.278430023193359375e+02,3.453890075683593750e+02,2.376199951171875000e+02
3.024259948730468750e+02,1.959589996337890625e+02,4.778340148925781250e+02,2.004640045166015625e+02,3.721390075683593750e+02,2.429620056152343750e+02,3.182709960937500000e+02,2.261349945068359375e+02,4.135450134277343750e+02,2.433560028076171875e+02,4.442420043945312500e+02,2.270780029296875000e+02,3.453890075683593750e+02,2.377839965820312500e+02
3.016610107421875000e+02,1.959589996337890625e+02,4.773210144042968750e+02,2.004640045166015625e+02,3.711679992675781250e+02,2.429620056152343750e+02,3.181610107421875000e+02,2.264129943847656250e+02,4.137390136718750000e+02,2.437149963378906250e+02,4.442420043945312500e+02,2.278430023193359375e+02,3.453599853515625000e+02,2.369329986572265625e+02
3.016610107421875000e+02,1.959660034179687500e+02,4.776950073242187500e+02,1.997619934082031250e+02,3.711679992675781250e+02,2.427819976806640625e+02,3.180939941406250000e+02,2.262610015869140625e+02,4.137390136718750000e+02,2.433560028076171875e+02,4.442569885253906250e+02,2.260050048828125000e+02,3.447550048828125000e+02,2.369329986572265625e+02
3.016610107421875000e+02,1.964400024414062500e+02,4.770539855957031250e+02,2.004640045166015625e+02,3.713689880371093750e+02,2.427819976806640625e+02,3.180830078125000000e+02,2.264709930419921875e+02,4.137290039062500000e+02,2.437709960937500000e+02,4.446099853515625000e+02,2.271880035400390625e+02,3.443370056152343750e+02,2.369329986572265625e+02
3.015109863281250000e+02,1.962239990234375000e+02,4.770539855957031250e+02,2.004640045166015625e+02,3.708110046386718750e+02,2.427819976806640625e+02,3.176449890136718750e+02,2.262610015869140625e+02,4.137390136718750000e+02,2.430390014648437500e+02,4.446099853515625000e+02,2.270729980468750000e+02,3.443370056152343750e+02,2.374929962158203125e+02
3.015109863281250000e+02,1.964109954833984375e+02,4.770539855957031250e+02,2.004640045166015625e+02,3.708110046386718750e+02,2.427819976806640625e+02,3.180830078125000000e+02,2.262610015869140625e+02,4.137390136718750000e+02,2.437709960937500000e+02,4.446090087890625000e+02,2.271880035400390625e+02,3.443370056152343750e+02,2.374929962158203125e+02
3.020100097656250000e+02,1.964069976806640625e+02,4.764500122070312500e+02,2.006920013427734375e+02,3.713689880371093750e+02,2.427819976806640625e+02,3.180830078125000000e+02,2.262610015869140625e+02,4.140150146484375000e+02,2.434900054931640625e+02,4.446099853515625000e+02,2.271880035400390625e+02,3.439339904785156250e+02,2.375030059814453125e+02
3.020100097656250000e+02,1.964069976806640625e+02,4.762940063476562500e+02,2.006920013427734375e+02,3.713689880371093750e+02,2.426119995117187500e+02,3.180830078125000000e+02,2.260390014648437500e+02,4.140150146484375000e+02,2.434900054931640625e+02,4.446090087890625000e+02,2.273509979248046875e+02,3.439339904785156250e+02,2.374929962158203125e+02
3.020100097656250000e+02,1.964069976806640625e+02,4.762940063476562500e+02,2.007810058593750000e+02,3.704830017089843750e+02,2.426119995117187500e+02,3.177030029296875000e+02,2.260390014648437500e+02,4.142250061035156250e+02,2.434900054931640625e+02,4.446090087890625000e+02,2.289400024414062500e+02,3.448299865722656250e+02,2.375030059814453125e+02
3.023959960937500000e+02,1.964109954833984375e+02,4.762940063476562500e+02,2.006920013427734375e+02,3.714079895019531250e+02,2.424790039062500000e+02,3.177030029296875000e+02,2.268000030517578125e+02,4.146260070800781250e+02,2.434900054931640625e+02,4.442269897460937500e+02,2.289400024414062500e+02,3.448569946289062500e+02,2.380330047607421875e+02
3.020100097656250000e+02,1.964340057373046875e+02,4.757820129394531250e+02,2.003750000000000000e+02,3.714079895019531250e+02,2.424790039062500000e+02,3.177030029296875000e+02,2.269089965820312500e+02,4.146260070800781250e+02,2.434900054931640625e+02,4.439679870605468750e+02,2.273990020751953125e+02,3.448299865722656250e+02,2.380330047607421875e+02
3.022850036621093750e+02,1.968950042724609375e+02,4.765750122070312500e+02,2.001660003662109375e+02,3.714079895019531250e+02,2.424790039062500000e+02,3.179519958496093750e+02,2.272660064697265625e+02,4.142250061035156250e+02,2.442510070800781250e+02,4.437730102539062500e+02,2.273990020751953125e+02,3.448569946289062500e+02,2.380679931640625000e+02
3.016799926757812500e+02,1.968950042724609375e+02,4.767529907226562500e+02,2.001660003662109375e+02,3.717390136718750000e+02,2.424790039062500000e+02,3.172179870605468750e+02,2.272660064697265625e+02,4.138439941406250000e+02,2.442510070800781250e+02,4.439679870605468750e+02,2.289539947509765625e+02,3.457059936523437500e+02,2.384900054931640625e+02
3.022630004882812500e+02,1.968950042724609375e+02,4.765750122070312500e+02,2.001660003662109375e+02,3.720260009765625000e+02,2.422859954833984375e+02,3.179519958496093750e+02,2.272660064697265625e+02,4.131229858398437500e+02,2.439210052490234375e+02,4.439559936523437500e+02,2.289539947509765625e+02,3.457630004882812500e+02,2.384940032958984375e+02
3.021340026855468750e+02,1.968950042724609375e+02,4.770190124511718750e+02,2.003390045166015625e+02,3.721549987792968750e+02,2.427359924316406250e+02,3.179519958496093750e+02,2.272660064697265625e+02,4.131229858398437500e+02,2.439210052490234375e+02,4.438250122070312500e+02,2.289539947509765625e+02,3.457059936523437500e+02,2.384900054931640625e+02
3.021340026855468750e+02,1.962720031738281250e+02,4.770190124511718750e+02,2.005749969482421875e+02,3.723489990234375000e+02,2.427359924316406250e+02,3.175559997558593750e+02,2.264629974365234375e+02,4.131229858398437500e+02,2.439210052490234375e+02,4.439559936523437500e+02,2.289539947509765625e+02,3.458930053710937500e+02,2.384900054931640625e+02
3.021340026855468750e+02,1.962720031738281250e+02,4.765539855957031250e+02,2.008280029296875000e+02,3.723489990234375000e+02,2.432129974365234375e+02,3.175559997558593750e+02,2.264629974365234375e+02,4.134039916992187500e+02,2.439210052490234375e+02,4.443160095214843750e+02,2.289539947509765625e+02,3.457059936523437500e+02,2.386329956054687500e+02
3.022630004882812500e+02,1.964499969482421875e+02,4.757929992675781250e+02,2.009689941406250000e+02,3.720790100097656250e+02,2.431529998779296875e+02,3.179760131835937500e+02,2.264830017089843750e+02,4.137349853515625000e+02,2.442180023193359375e+02,4.442669982910156250e+02,2.292850036621093750e+02,3.458930053710937500e+02,2.388540039062500000e+02
3.021340026855468750e+02,1.964499969482421875e+02,4.765539855957031250e+02,2.009689941406250000e+02,3.720790100097656250e+02,2.432129974365234375e+02,3.179760131835937500e+02,2.264830017089843750e+02,4.137349853515625000e+02,2.442180023193359375e+02,4.442669982910156250e+02,2.283390045166015625e+02,3.452479858398437500e+02,2.377850036621093750e+02
3.015459899902343750e+02,1.964499969482421875e+02,4.765539855957031250e+02,2.009689941406250000e+02,3.707709960937500000e+02,2.432680053710937500e+02,3.180469970703125000e+02,2.264830017089843750e+02,4.137349853515625000e+02,2.442180023193359375e+02,4.450799865722656250e+02,2.283390045166015625e+02,3.454989929199218750e+02,2.381049957275390625e+02
3.025280151367187500e+02,1.967050018310546875e+02,4.770400085449218750e+02,2.009689941406250000e+02,3.707709960937500000e+02,2.436170043945312500e+02,3.181170043945312500e+02,2.264830017089843750e+02,4.137349853515625000e+02,2.441790008544921875e+02,4.450799865722656250e+02,2.285279998779296875e+02,3.452479858398437500e+02,2.382949981689453125e+02
3.029540100097656250e+02,1.967050018310546875e+02,4.770400085449218750e+02,2.001150054931640625e+02,3.716430053710937500e+02,2.432680053710937500e+02,3.181979980468750000e+02,2.265870056152343750e+02,4.145039978027343750e+02,2.440700073242187500e+02,4.445310058593750000e+02,2.272200012207031250e+02,3.454989929199218750e+02,2.381049957275390625e+02
3.010299987792968750e+02,1.967050018310546875e+02,4.770400085449218750e+02,1.996089935302734375e+02,3.711610107421875000e+02,2.433659973144531250e+02,3.181979980468750000e+02,2.265870056152343750e+02,4.135799865722656250e+02,2.440700073242187500e+02,4.449079895019531250e+02,2.272200012207031250e+02,3.454989929199218750e+02,2.381049957275390625e+02
3.012399902343750000e+02,1.967050018310546875e+02,4.770400085449218750e+02,1.996089935302734375e+02,3.716430053710937500e+02,2.432680053710937500e+02,3.185400085449218750e+02,2.265870056152343750e+02,4.145039978027343750e+02,2.440700073242187500e+02,4.450799865722656250e+02,2.272200012207031250e+02,3.460409851074218750e+02,2.382949981689453125e+02
3.029540100097656250e+02,1.979609985351562500e+02,4.779259948730468750e+02,1.994320068359375000e+02,3.725429992675781250e+02,2.433659973144531250e+02,3.185679931640625000e+02,2.273130035400390625e+02,4.154949951171875000e+02,2.429429931640625000e+02,4.455459899902343750e+02,2.263370056152343750e+02,3.466140136718750000e+02,2.389960021972656250e+02
3.032250061035156250e+02,1.998119964599609375e+02,4.785490112304687500e+02,1.941069946289062500e+02,3.893089904785156250e+02,2.433659973144531250e+02,3.207399902343750000e+02,2.297709960937500000e+02,4.252449951171875000e+02,2.323489990234375000e+02,4.510889892578125000e+02,2.058750000000000000e+02,3.548580017089843750e+02,2.429049987792968750e+02
2.991400146484375000e+02,2.386499938964843750e+02,4.812739868164062500e+02,1.941069946289062500e+02,4.005090026855468750e+02,2.449989929199218750e+02,3.316449890136718750e+02,2.561900024414062500e+02,4.300169982910156250e+02,2.308569946289062500e+02,4.522040100097656250e+02,2.058520050048828125e+02,3.606080017089843750e+02,2.612680053710937500e+02
3.032309875488281250e+02,2.386580047607421875e+02,4.815700073242187500e+02,1.941069946289062500e+02,4.072560119628906250e+02,2.457530059814453125e+02,3.429270019531250000e+02,2.561900024414062500e+02,4.310799865722656250e+02,2.294429931640625000e+02,4.591979980468750000e+02,2.038950042724609375e+02,3.763710021972656250e+02,2.571539916992187500e+02
